location_name,location_id,location_type,date,outcome_type,value
"Adams, Colorado",8001,county,2025-08-13,case_lab-confirmed,1
"Adams, Colorado",8001,county,2025-08-15,case_lab-confirmed,2
"Adams, Colorado",8001,county,2025-08-28,case_lab-confirmed,1
"Adams, Colorado",8001,county,2026-03-06,case_lab-confirmed,5
"Alachua, Florida",12001,county,2026-01-25,case_lab-confirmed,1
"Alachua, Florida",12001,county,2026-02-07,case_lab-confirmed,1
"Allegan, Michigan",26005,county,2025-06-06,case_lab-confirmed,1
"Allen, Indiana",18003,county,2025-04-07,case_lab-confirmed,1
"Allen, Indiana",18003,county,2025-04-09,case_lab-confirmed,5
"Allen, Indiana",18003,county,2025-04-23,case_lab-confirmed,2
"Allen, Ohio",39003,county,2025-03-14,case_lab-confirmed,1
"Anchorage, Alaska",2020,county,2025-01-16,case_lab-confirmed,1
"Anchorage, Alaska",2020,county,2025-05-22,case_lab-confirmed,1
"Anchorage, Alaska",2020,county,2025-10-16,case_lab-confirmed,1
"Andrews, Texas",48003,county,2025-03-20,case_lab-confirmed,1
"Andrews, Texas",48003,county,2025-04-15,case_lab-confirmed,1
"Andrews, Texas",48003,county,2025-04-25,case_lab-confirmed,1
"Arapahoe, Colorado",8005,county,2025-05-13,case_lab-confirmed,1
"Arapahoe, Colorado",8005,county,2025-05-28,case_lab-confirmed,1
"Arapahoe, Colorado",8005,county,2025-05-30,case_lab-confirmed,1
"Arapahoe, Colorado",8005,county,2025-06-02,case_lab-confirmed,1
"Arapahoe, Colorado",8005,county,2025-06-09,case_lab-confirmed,1
"Arapahoe, Colorado",8005,county,2026-02-09,case_lab-confirmed,1
"Archuleta, Colorado",8007,county,2025-04-09,case_lab-confirmed,1
"Ashtabula, Ohio",39007,county,2025-02-24,case_lab-confirmed,1
"Ashtabula, Ohio",39007,county,2025-02-25,case_lab-confirmed,1
"Ashtabula, Ohio",39007,county,2025-03-07,case_lab-confirmed,1
"Ashtabula, Ohio",39007,county,2025-03-08,case_lab-confirmed,1
"Ashtabula, Ohio",39007,county,2025-03-09,case_lab-confirmed,6
"Ashtabula, Ohio",39007,county,2025-04-01,case_lab-confirmed,1
"Ashtabula, Ohio",39007,county,2025-04-11,case_lab-confirmed,3
"Ashtabula, Ohio",39007,county,2025-04-12,case_lab-confirmed,2
"Atascosa, Texas",48013,county,2025-04-25,case_lab-confirmed,1
"Bailey, Texas",48017,county,2025-04-23,case_lab-confirmed,2
"Bandera, Texas",48019,county,2026-03-11,case_lab-confirmed,5
"Bear River, Utah",0,county,2025-09-22,case_lab-confirmed,1
"Bear River, Utah",0,county,2025-09-25,case_lab-confirmed,3
"Bear River, Utah",0,county,2026-02-24,case_lab-confirmed,1
"Bear River, Utah",0,county,2026-03-03,case_lab-confirmed,2
"Bear River, Utah",0,county,2026-03-10,case_lab-confirmed,3
"Bell, Texas",48027,county,2025-06-17,case_lab-confirmed,1
"Benton, Arkansas",5007,county,2025-06-16,case_lab-confirmed,1
"Bergen, New Jersey",34003,county,2025-02-14,case_lab-confirmed,1
"Bergen, New Jersey",34003,county,2025-02-17,case_lab-confirmed,2
"Bergen, New Jersey",34003,county,2025-09-03,case_lab-confirmed,1
"Bexar, Texas",48029,county,2025-07-01,case_lab-confirmed,1
"Bexar, Texas",48029,county,2025-08-12,case_lab-confirmed,1
"Bonner, Idaho",16017,county,2025-08-20,case_lab-confirmed,1
"Bonneville, Idaho",16019,county,2025-08-07,case_lab-confirmed,2
"Bonneville, Idaho",16019,county,2025-09-13,case_lab-confirmed,3
"Borden, Texas",48033,county,2025-04-08,case_lab-confirmed,1
"Boulder, Colorado",8013,county,2025-06-13,case_lab-confirmed,1
"Boundary, Idaho",16021,county,2025-10-20,case_lab-confirmed,1
"Boundary, Idaho",16021,county,2025-10-22,case_lab-confirmed,1
"Boundary, Idaho",16021,county,2025-11-01,case_lab-confirmed,1
"Boundary, Idaho",16021,county,2025-11-02,case_lab-confirmed,1
"Boundary, Idaho",16021,county,2025-11-07,case_lab-confirmed,2
"Brazoria, Texas",48039,county,2025-04-18,case_lab-confirmed,1
"Brewster, Texas",48043,county,2025-05-23,case_lab-confirmed,1
"Brookings, South Dakota",46011,county,2026-02-21,case_lab-confirmed,1
"Broomfield, Colorado",8014,county,2026-03-06,case_lab-confirmed,1
"Broomfield, Colorado",8014,county,2026-03-12,case_lab-confirmed,2
"Broward, Florida",12011,county,2025-04-22,case_lab-confirmed,1
"Broward, Florida",12011,county,2025-08-16,case_lab-confirmed,1
"Broward, Florida",12011,county,2026-01-25,case_lab-confirmed,1
"Broward, Florida",12011,county,2026-02-21,case_lab-confirmed,1
"Brown, Texas",48049,county,2025-04-04,case_lab-confirmed,1
"Bryan, Georgia",13029,county,2026-02-22,case_lab-confirmed,1
"Bucks, Pennsylvania",42017,county,2025-03-27,case_lab-confirmed,1
"Buncombe, North Carolina",37021,county,2026-01-06,case_lab-confirmed,3
"Buncombe, North Carolina",37021,county,2026-01-15,case_lab-confirmed,2
"Buncombe, North Carolina",37021,county,2026-01-23,case_lab-confirmed,1
"Buncombe, North Carolina",37021,county,2026-02-12,case_lab-confirmed,1
"Burke, North Carolina",37023,county,2026-03-06,case_lab-confirmed,1
"Burke, North Dakota",38013,county,2025-05-27,case_lab-confirmed,1
"Butte, South Dakota",46019,county,2025-11-29,case_lab-confirmed,1
"Butte, South Dakota",46019,county,2025-12-17,case_lab-confirmed,2
"Butte, South Dakota",46019,county,2025-12-24,case_lab-confirmed,1
"Cabarrus, North Carolina",37025,county,2026-01-23,case_lab-confirmed,2
"Canyon, Idaho",16027,county,2026-01-09,case_lab-confirmed,1
"Canyon, Idaho",16027,county,2026-01-17,case_lab-confirmed,1
"Canyon, Idaho",16027,county,2026-01-19,case_lab-confirmed,1
"Canyon, Idaho",16027,county,2026-01-20,case_lab-confirmed,1
"Canyon, Idaho",16027,county,2026-01-21,case_lab-confirmed,1
"Canyon, Idaho",16027,county,2026-02-24,case_lab-confirmed,1
"Carbon, Wyoming",56007,county,2025-07-22,case_lab-confirmed,1
"Carbon, Wyoming",56007,county,2025-08-02,case_lab-confirmed,4
"Carbon, Wyoming",56007,county,2025-08-15,case_lab-confirmed,1
"Carbon, Wyoming",56007,county,2025-08-26,case_lab-confirmed,1
"Carson, Texas",48065,county,2025-05-13,case_lab-confirmed,1
"Cascade, Montana",30013,county,2025-07-16,case_lab-confirmed,1
"Cass, North Dakota",38017,county,2025-05-01,case_lab-confirmed,1
"Cass, North Dakota",38017,county,2025-05-06,case_lab-confirmed,2
"Cass, North Dakota",38017,county,2025-05-12,case_lab-confirmed,1
"Cass, North Dakota",38017,county,2025-05-14,case_lab-confirmed,1
"Cass, North Dakota",38017,county,2025-05-15,case_lab-confirmed,1
"Cass, North Dakota",38017,county,2025-05-17,case_lab-confirmed,1
"Cedar, Missouri",29039,county,2025-06-23,case_lab-confirmed,1
"Cedar, Missouri",29039,county,2025-07-01,case_lab-confirmed,1
"Cedar, Missouri",29039,county,2025-07-03,case_lab-confirmed,3
"Central Region, Virginia",0,county,2025-12-24,case_lab-confirmed,1
"Central Region, Virginia",0,county,2026-01-06,case_lab-confirmed,1
"Central, Iowa",19,county,2025-05-23,case_lab-confirmed,1
"Central, Iowa",19,county,2025-12-16,case_lab-confirmed,1
"Central, Utah",0,county,2025-11-18,case_lab-confirmed,2
"Central, Utah",0,county,2025-12-16,case_lab-confirmed,1
"Central, Utah",0,county,2026-01-06,case_lab-confirmed,2
"Central, Utah",0,county,2026-02-17,case_lab-confirmed,1
"Central, Utah",0,county,2026-02-24,case_lab-confirmed,3
"Central, Utah",0,county,2026-03-03,case_lab-confirmed,14
"Central, Utah",0,county,2026-03-10,case_lab-confirmed,5
"Chaves, New Mexico",35005,county,2025-04-08,case_lab-confirmed,1
"Chester, Pennsylvania",42029,county,2026-02-17,case_lab-confirmed,1
"Clackamas, Oregon",41005,county,2026-01-16,case_lab-confirmed,1
"Clackamas, Oregon",41005,county,2026-02-26,case_lab-confirmed,1
"Clark, Nevada",32003,county,2025-11-07,case_lab-confirmed,1
"Clark, Washington",53011,county,2026-01-23,case_lab-confirmed,1
"Clark, Washington",53011,county,2026-02-03,case_lab-confirmed,6
"Clark, Washington",53011,county,2026-02-06,case_lab-confirmed,1
"Coastal Health District, Georgia",13,county,2026-01-12,case_lab-confirmed,1
"Cochran, Texas",48079,county,2025-03-18,case_lab-confirmed,7
"Cochran, Texas",48079,county,2025-03-20,case_lab-confirmed,1
"Cochran, Texas",48079,county,2025-04-04,case_lab-confirmed,1
"Cochran, Texas",48079,county,2025-04-08,case_lab-confirmed,1
"Cochran, Texas",48079,county,2025-04-11,case_lab-confirmed,1
"Cochran, Texas",48079,county,2025-04-15,case_lab-confirmed,1
"Cochran, Texas",48079,county,2025-04-25,case_lab-confirmed,2
"Coconino, Arizona",4005,county,2025-12-30,case_lab-confirmed,1
"Collier, Florida",12021,county,2026-01-29,case_lab-confirmed,1
"Collier, Florida",12021,county,2026-01-31,case_lab-confirmed,3
"Collier, Florida",12021,county,2026-02-07,case_lab-confirmed,42
"Collier, Florida",12021,county,2026-02-14,case_lab-confirmed,20
"Collier, Florida",12021,county,2026-02-21,case_lab-confirmed,17
"Collier, Florida",12021,county,2026-02-28,case_lab-confirmed,10
"Collier, Florida",12021,county,2026-03-07,case_lab-confirmed,5
"Collin, Texas",48085,county,2025-04-25,case_lab-confirmed,1
"Collin, Texas",48085,county,2025-05-16,case_lab-confirmed,1
"Collin, Texas",48085,county,2025-06-02,case_lab-confirmed,1
"Collin, Texas",48085,county,2025-06-03,case_lab-confirmed,1
"Contra Costa, California",6013,county,2025-12-24,case_lab-confirmed,1
"Cook, Illinois",17031,county,2025-04-25,case_lab-confirmed,1
"Cook, Illinois",17031,county,2025-04-28,case_lab-confirmed,1
"Cook, Illinois",17031,county,2025-05-02,case_lab-confirmed,4
"Cook, Illinois",17031,county,2025-09-16,case_lab-confirmed,1
"Cook, Illinois",17031,county,2025-09-30,case_lab-confirmed,1
"Cumberland, Pennsylvania",42041,county,2025-12-18,case_lab-confirmed,2
"Curry, New Mexico",35009,county,2025-05-09,case_lab-confirmed,1
"Cuyahoga, Ohio",39035,county,2025-04-28,case_lab-confirmed,1
"Cuyahoga, Ohio",39035,county,2025-12-29,case_lab-confirmed,1
"Cuyahoga, Ohio",39035,county,2026-01-04,case_lab-confirmed,2
"Cuyahoga, Ohio",39035,county,2026-01-06,case_lab-confirmed,1
"Dakota, Minnesota",27037,county,2025-06-02,case_lab-confirmed,1
"Dallam, Texas",48111,county,2025-02-25,case_lab-confirmed,4
"Dallam, Texas",48111,county,2025-03-18,case_lab-confirmed,2
"Dallam, Texas",48111,county,2025-03-20,case_lab-confirmed,1
"Dallas, Texas",48113,county,2025-06-24,case_lab-confirmed,1
"Dane, Wisconsin",55025,county,2026-01-25,case_lab-confirmed,1
"Davis, Utah",49011,county,2025-12-02,case_lab-confirmed,1
"Davis, Utah",49011,county,2025-12-09,case_lab-confirmed,1
"Davis, Utah",49011,county,2026-02-10,case_lab-confirmed,1
"Davis, Utah",49011,county,2026-02-24,case_lab-confirmed,1
"Davis, Utah",49011,county,2026-03-03,case_lab-confirmed,1
"Davis, Utah",49011,county,2026-03-10,case_lab-confirmed,4
"Dawson, Texas",48115,county,2025-02-21,case_lab-confirmed,6
"Dawson, Texas",48115,county,2025-02-25,case_lab-confirmed,1
"Dawson, Texas",48115,county,2025-02-28,case_lab-confirmed,1
"Dawson, Texas",48115,county,2025-03-18,case_lab-confirmed,3
"Dawson, Texas",48115,county,2025-03-20,case_lab-confirmed,3
"Dawson, Texas",48115,county,2025-04-04,case_lab-confirmed,6
"Dawson, Texas",48115,county,2025-04-11,case_lab-confirmed,1
"Dawson, Texas",48115,county,2025-04-18,case_lab-confirmed,3
"Dawson, Texas",48115,county,2025-04-25,case_lab-confirmed,1
"Dawson, Texas",48115,county,2025-05-02,case_lab-confirmed,1
"Defiance, Ohio",39039,county,2025-04-13,case_lab-confirmed,1
"Denton, Texas",48121,county,2025-05-02,case_lab-confirmed,1
"Denton, Texas",48121,county,2025-05-23,case_lab-confirmed,1
"Denver, Colorado",8031,county,2025-04-07,case_lab-confirmed,1
"Denver, Colorado",8031,county,2025-04-23,case_lab-confirmed,1
"Denver, Colorado",8031,county,2025-04-25,case_lab-confirmed,1
"Denver, Colorado",8031,county,2025-06-04,case_lab-confirmed,1
"Dona Ana, New Mexico",35013,county,2025-04-15,case_lab-confirmed,1
"Dona Ana, New Mexico",35013,county,2025-05-02,case_lab-confirmed,1
"Dona Ana, New Mexico",35013,county,2026-02-26,case_lab-confirmed,2
"Duval, Florida",12031,county,2025-08-16,case_lab-confirmed,1
"Duval, Florida",12031,county,2026-01-21,case_lab-confirmed,4
"Duval, Florida",12031,county,2026-02-07,case_lab-confirmed,2
"Eastern Region, Virginia",0,county,2025-09-03,case_lab-confirmed,1
"Eastern, Iowa",19,county,2025-06-09,case_lab-confirmed,1
"Eastern, Iowa",19,county,2025-06-11,case_lab-confirmed,1
"Eastern, Iowa",19,county,2025-06-12,case_lab-confirmed,3
"Eastern, Iowa",19,county,2025-07-14,case_lab-confirmed,1
"Eastland, Texas",48133,county,2025-05-02,case_lab-confirmed,2
"Ector, Texas",48135,county,2025-02-21,case_lab-confirmed,1
"Ector, Texas",48135,county,2025-02-25,case_lab-confirmed,1
"Ector, Texas",48135,county,2025-03-20,case_lab-confirmed,2
"Ector, Texas",48135,county,2025-04-02,case_lab-confirmed,1
"Ector, Texas",48135,county,2025-04-04,case_lab-confirmed,3
"Ector, Texas",48135,county,2025-04-18,case_lab-confirmed,1
"Ector, Texas",48135,county,2025-04-23,case_lab-confirmed,1
"Ector, Texas",48135,county,2025-05-02,case_lab-confirmed,1
"Ector, Texas",48135,county,2025-05-30,case_lab-confirmed,1
"Eddy, New Mexico",35015,county,2025-03-31,case_lab-confirmed,1
"Eddy, New Mexico",35015,county,2025-04-04,case_lab-confirmed,1
"Eddy, New Mexico",35015,county,2025-04-25,case_lab-confirmed,1
"El Paso, Colorado",8041,county,2025-06-02,case_lab-confirmed,3
"El Paso, Colorado",8041,county,2025-06-09,case_lab-confirmed,1
"El Paso, Texas",48141,county,2025-04-09,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-04-10,case_lab-confirmed,1
"El Paso, Texas",48141,county,2025-04-15,case_lab-confirmed,4
"El Paso, Texas",48141,county,2025-04-18,case_lab-confirmed,11
"El Paso, Texas",48141,county,2025-04-23,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-04-25,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-04-29,case_lab-confirmed,10
"El Paso, Texas",48141,county,2025-05-02,case_lab-confirmed,6
"El Paso, Texas",48141,county,2025-05-06,case_lab-confirmed,6
"El Paso, Texas",48141,county,2025-05-09,case_lab-confirmed,6
"El Paso, Texas",48141,county,2025-05-13,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-05-20,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-05-23,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-05-27,case_lab-confirmed,1
"El Paso, Texas",48141,county,2025-05-30,case_lab-confirmed,2
"El Paso, Texas",48141,county,2025-06-10,case_lab-confirmed,1
"El Paso, Texas",48141,county,2025-07-01,case_lab-confirmed,1
"El Paso, Texas",48141,county,2026-02-25,case_lab-confirmed,21
"El Paso, Texas",48141,county,2026-03-13,case_lab-confirmed,21
"Erath, Texas",48143,county,2025-03-20,case_lab-confirmed,1
"Erie, Pennsylvania",42049,county,2025-03-25,case_lab-confirmed,2
"Erie, Pennsylvania",42049,county,2025-03-30,case_lab-confirmed,1
"Erie, Pennsylvania",42049,county,2025-04-15,case_lab-confirmed,2
"Erie, Pennsylvania",42049,county,2025-05-09,case_lab-confirmed,3
"Escambia, Florida",12033,county,2026-02-07,case_lab-confirmed,3
"Escambia, Florida",12033,county,2026-02-14,case_lab-confirmed,2
"Fannin, Texas",48147,county,2025-07-15,case_lab-confirmed,4
"Faulkner, Arkansas",5045,county,2025-04-10,case_lab-confirmed,1
"Faulkner, Arkansas",5045,county,2025-04-29,case_lab-confirmed,1
"Faulkner, Arkansas",5045,county,2025-05-09,case_lab-confirmed,2
"Faulkner, Arkansas",5045,county,2025-05-20,case_lab-confirmed,1
"Faulkner, Arkansas",5045,county,2025-05-27,case_lab-confirmed,1
"Fayette, Kentucky",21067,county,2025-06-30,case_lab-confirmed,1
"Fayette, Kentucky",21067,county,2025-07-07,case_lab-confirmed,4
"Fayette, Kentucky",21067,county,2025-07-10,case_lab-confirmed,1
"Flathead, Montana",30029,county,2025-05-21,case_lab-confirmed,1
"Flathead, Montana",30029,county,2025-05-29,case_lab-confirmed,1
"Fort Bend, Texas",48157,county,2025-04-02,case_lab-confirmed,1
"Franklin, Kentucky",21073,county,2025-02-26,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2025-05-20,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2025-09-15,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2025-09-24,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2025-09-29,case_lab-confirmed,2
"Franklin, Ohio",39049,county,2025-10-08,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2025-10-22,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2026-02-01,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2026-02-04,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2026-02-09,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2026-02-13,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2026-02-15,case_lab-confirmed,1
"Franklin, Ohio",39049,county,2026-02-18,case_lab-confirmed,1
"Fremont, Wyoming",56013,county,2025-12-18,case_lab-confirmed,5
"Fresno, California",6019,county,2025-03-11,case_lab-confirmed,1
"Fresno, California",6019,county,2025-03-19,case_lab-confirmed,1
"Frio, Texas",48163,county,2026-03-13,case_lab-confirmed,2
"Fulton, Georgia",13121,county,2025-01-28,case_lab-confirmed,1
"Fulton, Georgia",13121,county,2025-03-31,case_lab-confirmed,2
"Fulton, Georgia",13121,county,2025-05-19,case_lab-confirmed,1
"Fulton, Georgia",13121,county,2025-06-06,case_lab-confirmed,1
"Fulton, Georgia",13121,county,2025-06-18,case_lab-confirmed,1
"Fulton, Georgia",13121,county,2025-09-12,case_lab-confirmed,1
"Fulton, Georgia",13121,county,2025-09-23,case_lab-confirmed,3
"Gaines, Texas",48165,county,2025-02-05,case_lab-confirmed,6
"Gaines, Texas",48165,county,2025-02-11,case_lab-confirmed,18
"Gaines, Texas",48165,county,2025-02-14,case_lab-confirmed,18
"Gaines, Texas",48165,county,2025-02-18,case_lab-confirmed,3
"Gaines, Texas",48165,county,2025-02-21,case_lab-confirmed,12
"Gaines, Texas",48165,county,2025-02-25,case_lab-confirmed,23
"Gaines, Texas",48165,county,2025-02-28,case_lab-confirmed,18
"Gaines, Texas",48165,county,2025-03-04,case_lab-confirmed,9
"Gaines, Texas",48165,county,2025-03-11,case_lab-confirmed,49
"Gaines, Texas",48165,county,2025-03-18,case_lab-confirmed,35
"Gaines, Texas",48165,county,2025-03-20,case_lab-confirmed,79
"Gaines, Texas",48165,county,2025-04-02,case_lab-confirmed,10
"Gaines, Texas",48165,county,2025-04-04,case_lab-confirmed,35
"Gaines, Texas",48165,county,2025-04-08,case_lab-confirmed,13
"Gaines, Texas",48165,county,2025-04-11,case_lab-confirmed,27
"Gaines, Texas",48165,county,2025-04-15,case_lab-confirmed,9
"Gaines, Texas",48165,county,2025-04-18,case_lab-confirmed,7
"Gaines, Texas",48165,county,2025-04-23,case_lab-confirmed,15
"Gaines, Texas",48165,county,2025-04-25,case_lab-confirmed,7
"Gaines, Texas",48165,county,2025-04-29,case_lab-confirmed,3
"Gaines, Texas",48165,county,2025-05-06,case_lab-confirmed,7
"Gaines, Texas",48165,county,2025-05-13,case_lab-confirmed,2
"Gaines, Texas",48165,county,2025-05-16,case_lab-confirmed,1
"Gaines, Texas",48165,county,2025-05-23,case_lab-confirmed,2
"Gaines, Texas",48165,county,2025-05-30,case_lab-confirmed,1
"Gaines, Texas",48165,county,2025-06-03,case_lab-confirmed,2
"Gaines, Texas",48165,county,2025-06-17,case_lab-confirmed,2
"Gaines, Texas",48165,county,2025-07-01,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-04-17,case_lab-confirmed,5
"Gallatin, Montana",30031,county,2025-04-29,case_lab-confirmed,2
"Gallatin, Montana",30031,county,2025-05-05,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-05-23,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-05-28,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-06-05,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-06-09,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-06-10,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-06-15,case_lab-confirmed,3
"Gallatin, Montana",30031,county,2025-06-22,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-07-20,case_lab-confirmed,2
"Gallatin, Montana",30031,county,2025-11-23,case_lab-confirmed,1
"Gallatin, Montana",30031,county,2025-11-30,case_lab-confirmed,2
"Gallatin, Montana",30031,county,2025-12-07,case_lab-confirmed,1
"Garza, Texas",48169,county,2025-03-20,case_lab-confirmed,1
"Garza, Texas",48169,county,2025-04-02,case_lab-confirmed,1
"Grand Forks, North Dakota",38035,county,2025-05-16,case_lab-confirmed,1
"Grand Forks, North Dakota",38035,county,2025-05-17,case_lab-confirmed,1
"Grand Forks, North Dakota",38035,county,2025-05-20,case_lab-confirmed,1
"Grand Forks, North Dakota",38035,county,2025-05-22,case_lab-confirmed,1
"Grand Forks, North Dakota",38035,county,2025-05-25,case_lab-confirmed,2
"Grand Forks, North Dakota",38035,county,2025-05-26,case_lab-confirmed,1
"Grand Forks, North Dakota",38035,county,2025-05-28,case_lab-confirmed,2
"Grand Forks, North Dakota",38035,county,2025-05-30,case_lab-confirmed,1
"Grand Traverse, Michigan",26055,county,2025-06-18,case_lab-confirmed,1
"Grand Traverse, Michigan",26055,county,2025-06-20,case_lab-confirmed,1
"Grand Traverse, Michigan",26055,county,2025-06-23,case_lab-confirmed,1
"Grand Traverse, Michigan",26055,county,2025-07-02,case_lab-confirmed,1
"Grant, South Dakota",46051,county,2026-01-17,case_lab-confirmed,5
"Grant, South Dakota",46051,county,2026-02-04,case_lab-confirmed,1
"Gray, Kansas",20069,county,2025-04-30,case_lab-confirmed,15
"Gray, Kansas",20069,county,2025-05-14,case_lab-confirmed,6
"Gray, Kansas",20069,county,2025-05-28,case_lab-confirmed,3
"Gray, Kansas",20069,county,2025-06-02,case_lab-confirmed,1
"Gray, Kansas",20069,county,2025-06-11,case_lab-confirmed,1
"Gray, Kansas",20069,county,2025-07-02,case_lab-confirmed,2
"Gray, Kansas",20069,county,2025-07-14,case_lab-confirmed,1
"Greater Boston, Massachusetts",25025,county,2026-02-27,case_lab-confirmed,1
"Guilford, North Carolina",37081,county,2025-06-24,case_lab-confirmed,1
"Hale, Texas",48189,county,2025-03-20,case_lab-confirmed,1
