location_name,location_id,location_type,date,outcome_type,value
"Riverside, California",6065,county,2026-02-09,case_lab-confirmed,1
"Riverside, California",6065,county,2026-02-13,case_lab-confirmed,2
"Rockland, New York",36087,county,2025-08-25,case_lab-confirmed,1
"Rockland, New York",36087,county,2025-10-24,case_lab-confirmed,1
"Rockland, New York",36087,county,2025-11-07,case_lab-confirmed,1
"Rockland, New York",36087,county,2025-11-12,case_lab-confirmed,2
"Rockland, New York",36087,county,2025-11-21,case_lab-confirmed,3
"Rockland, New York",36087,county,2025-11-28,case_lab-confirmed,1
"Rockland, New York",36087,county,2025-12-05,case_lab-confirmed,4
"Rockland, New York",36087,county,2025-12-12,case_lab-confirmed,4
"Rockland, New York",36087,county,2025-12-16,case_lab-confirmed,1
"Rockland, New York",36087,county,2025-12-19,case_lab-confirmed,3
"Rockland, New York",36087,county,2026-03-02,case_lab-confirmed,3
"Rockwall, Texas",48397,county,2025-03-20,case_lab-confirmed,1
"Rockwall, Texas",48397,county,2025-04-23,case_lab-confirmed,1
"Rockwall, Texas",48397,county,2026-02-23,case_lab-confirmed,6
"Rockwall, Texas",48397,county,2026-03-13,case_lab-confirmed,6
"Rutherford, North Carolina",37161,county,2025-01-23,case_lab-confirmed,1
"Sacramento, California",6067,county,2025-06-16,case_lab-confirmed,1
"Sacramento, California",6067,county,2026-03-04,case_lab-confirmed,2
"Saline, Arkansas",5125,county,2025-04-10,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2025-11-18,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2025-11-25,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2025-12-09,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2025-12-23,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2025-12-30,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2026-01-13,case_lab-confirmed,1
"Salt Lake, Utah",49035,county,2026-01-20,case_lab-confirmed,2
"Salt Lake, Utah",49035,county,2026-01-27,case_lab-confirmed,10
"Salt Lake, Utah",49035,county,2026-02-03,case_lab-confirmed,6
"Salt Lake, Utah",49035,county,2026-02-10,case_lab-confirmed,2
"Salt Lake, Utah",49035,county,2026-02-17,case_lab-confirmed,6
"Salt Lake, Utah",49035,county,2026-02-24,case_lab-confirmed,2
"Salt Lake, Utah",49035,county,2026-03-03,case_lab-confirmed,10
"Salt Lake, Utah",49035,county,2026-03-10,case_lab-confirmed,4
"San Diego, California",6073,county,2025-08-11,case_lab-confirmed,1
"San Juan, New Mexico",35045,county,2025-06-03,case_lab-confirmed,1
"San Juan, Utah",49037,county,2026-02-03,case_lab-confirmed,3
"San Luis Obispo, California",6079,county,2025-12-17,case_lab-confirmed,1
"San Mateo, California",6081,county,2025-03-31,case_lab-confirmed,1
"San Mateo, California",6081,county,2026-01-21,case_lab-confirmed,1
"San Mateo, California",6081,county,2026-01-28,case_lab-confirmed,1
"Sandoval, New Mexico",35043,county,2025-05-16,case_lab-confirmed,2
"Sandoval, New Mexico",35043,county,2025-05-23,case_lab-confirmed,4
"Santa Clara, California",6085,county,2025-05-25,case_lab-confirmed,1
"Santa Clara, California",6085,county,2026-02-25,case_lab-confirmed,1
"Santa Fe, New Mexico",35049,county,2025-07-22,case_lab-confirmed,1
"Santa Fe, New Mexico",35049,county,2025-07-28,case_lab-confirmed,1
"Santa Fe, New Mexico",35049,county,2025-08-10,case_lab-confirmed,3
"Scurry, Texas",48415,county,2025-05-23,case_lab-confirmed,1
"Shackelford, Texas",48417,county,2025-04-29,case_lab-confirmed,1
"Shasta, California",6089,county,2026-01-31,case_lab-confirmed,1
"Shasta, California",6089,county,2026-02-10,case_lab-confirmed,7
"Shasta, California",6089,county,2026-02-19,case_lab-confirmed,1
"Sheridan, Nebraska",31161,county,2025-05-28,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2025-03-18,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2025-04-02,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2026-01-13,case_lab-confirmed,3
"Snohomish, Washington",53061,county,2026-01-15,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2026-01-20,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2026-01-23,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2026-01-27,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2026-02-04,case_lab-confirmed,2
"Snohomish, Washington",53061,county,2026-02-06,case_lab-confirmed,2
"Snohomish, Washington",53061,county,2026-02-09,case_lab-confirmed,1
"Snohomish, Washington",53061,county,2026-02-26,case_lab-confirmed,2
"South Central Connecticut, Connecticut",9170,county,2025-12-11,case_lab-confirmed,1
"Southeast Health District, Utah",0,county,2025-09-08,case_lab-confirmed,1
"Southeast Health District, Utah",0,county,2025-09-11,case_lab-confirmed,2
"Southeast Health District, Utah",0,county,2026-03-10,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-06-24,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-06-26,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-07-16,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-07-22,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-08-22,case_lab-confirmed,2
"Southwest Health District, Utah",0,county,2025-08-28,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-09-04,case_lab-confirmed,3
"Southwest Health District, Utah",0,county,2025-09-08,case_lab-confirmed,4
"Southwest Health District, Utah",0,county,2025-09-11,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-09-12,case_lab-confirmed,5
"Southwest Health District, Utah",0,county,2025-09-16,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-09-22,case_lab-confirmed,4
"Southwest Health District, Utah",0,county,2025-09-25,case_lab-confirmed,5
"Southwest Health District, Utah",0,county,2025-10-03,case_lab-confirmed,3
"Southwest Health District, Utah",0,county,2025-10-09,case_lab-confirmed,7
"Southwest Health District, Utah",0,county,2025-10-16,case_lab-confirmed,3
"Southwest Health District, Utah",0,county,2025-10-23,case_lab-confirmed,1
"Southwest Health District, Utah",0,county,2025-10-31,case_lab-confirmed,5
"Southwest Health District, Utah",0,county,2025-11-04,case_lab-confirmed,2
"Southwest Health District, Utah",0,county,2025-11-14,case_lab-confirmed,7
"Southwest Health District, Utah",0,county,2025-11-18,case_lab-confirmed,10
"Southwest Health District, Utah",0,county,2025-11-25,case_lab-confirmed,6
"Southwest Health District, Utah",0,county,2025-12-02,case_lab-confirmed,2
"Southwest Health District, Utah",0,county,2025-12-09,case_lab-confirmed,6
"Southwest Health District, Utah",0,county,2025-12-16,case_lab-confirmed,9
"Southwest Health District, Utah",0,county,2025-12-23,case_lab-confirmed,10
"Southwest Health District, Utah",0,county,2025-12-30,case_lab-confirmed,13
"Southwest Health District, Utah",0,county,2026-01-06,case_lab-confirmed,15
"Southwest Health District, Utah",0,county,2026-01-13,case_lab-confirmed,18
"Southwest Health District, Utah",0,county,2026-01-20,case_lab-confirmed,7
"Southwest Health District, Utah",0,county,2026-01-27,case_lab-confirmed,4
"Southwest Health District, Utah",0,county,2026-02-03,case_lab-confirmed,5
"Southwest Health District, Utah",0,county,2026-02-10,case_lab-confirmed,15
"Southwest Health District, Utah",0,county,2026-02-17,case_lab-confirmed,16
"Southwest Health District, Utah",0,county,2026-02-24,case_lab-confirmed,3
"Southwest Health District, Utah",0,county,2026-03-03,case_lab-confirmed,6
"Southwest Health District, Utah",0,county,2026-03-10,case_lab-confirmed,5
"Southwest Region, Virginia",,county,2026-03-06,case_lab-confirmed,3
"Southwest Region, Virginia",,county,2026-03-13,case_lab-confirmed,1
"Spokane, Washington",53063,county,2025-08-25,case_lab-confirmed,1
"St. Johns, Florida",12109,county,2026-01-10,case_lab-confirmed,1
"St. Johns, Florida",12109,county,2026-02-07,case_lab-confirmed,1
"St. Johns, Florida",12109,county,2026-02-28,case_lab-confirmed,1
"Stevens, Kansas",20189,county,2025-03-31,case_lab-confirmed,6
"Stevens, Kansas",20189,county,2025-04-09,case_lab-confirmed,1
"Stevens, Kansas",20189,county,2025-07-07,case_lab-confirmed,2
"Stevens, Kansas",20189,county,2025-07-16,case_lab-confirmed,1
"Stevens, Washington",53065,county,2026-02-06,case_lab-confirmed,1
"Stevens, Washington",53065,county,2026-02-13,case_lab-confirmed,2
"Suffolk, New York",36103,county,2025-03-11,case_lab-confirmed,1
"Summit, Utah",49043,county,2026-01-13,case_lab-confirmed,1
"Sumter, South Carolina",45085,county,2025-11-25,case_lab-confirmed,3
"Taney, Missouri",29213,county,2025-04-18,case_lab-confirmed,1
"Tarrant, Texas",48439,county,2025-05-06,case_lab-confirmed,2
"Tarrant, Texas",48439,county,2025-05-27,case_lab-confirmed,2
"Terry, Texas",48445,county,2025-02-14,case_lab-confirmed,3
"Terry, Texas",48445,county,2025-02-18,case_lab-confirmed,6
"Terry, Texas",48445,county,2025-02-21,case_lab-confirmed,11
"Terry, Texas",48445,county,2025-02-25,case_lab-confirmed,1
"Terry, Texas",48445,county,2025-03-18,case_lab-confirmed,15
"Terry, Texas",48445,county,2025-03-20,case_lab-confirmed,2
"Terry, Texas",48445,county,2025-04-02,case_lab-confirmed,3
"Terry, Texas",48445,county,2025-04-04,case_lab-confirmed,2
"Terry, Texas",48445,county,2025-04-08,case_lab-confirmed,3
"Terry, Texas",48445,county,2025-04-11,case_lab-confirmed,1
"Terry, Texas",48445,county,2025-04-18,case_lab-confirmed,5
"Terry, Texas",48445,county,2025-04-23,case_lab-confirmed,2
"Terry, Texas",48445,county,2025-04-25,case_lab-confirmed,5
"Terry, Texas",48445,county,2025-05-06,case_lab-confirmed,1
"Todd, Kentucky",21219,county,2025-06-30,case_lab-confirmed,1
"Tooele, Utah",49045,county,2026-02-17,case_lab-confirmed,2
"Tooele, Utah",49045,county,2026-02-24,case_lab-confirmed,4
"Tooele, Utah",49045,county,2026-03-10,case_lab-confirmed,5
"Traill, North Dakota",38097,county,2026-03-05,case_lab-confirmed,1
"Travis, Texas",48453,county,2025-03-20,case_lab-confirmed,1
"Travis, Texas",48453,county,2025-05-02,case_lab-confirmed,1
"Tricounty, Utah",0,county,2026-03-03,case_lab-confirmed,2
"Tricounty, Utah",0,county,2026-03-10,case_lab-confirmed,3
"Tulare, California",6107,county,2025-07-22,case_lab-confirmed,1
"Tulare, California",6107,county,2025-07-24,case_lab-confirmed,1
"Tuolumne, California",6109,county,2025-03-19,case_lab-confirmed,2
"Twin Cities Metro Area, Minnesota",27,county,2025-10-01,case_lab-confirmed,10
"Union, North Carolina",37179,county,2026-02-12,case_lab-confirmed,1
"Union, North Carolina",37179,county,2026-03-13,case_lab-confirmed,1
"Unknown County, California",6,county,2025-06-16,case_lab-confirmed,1
"Unknown County, California",6,county,2025-10-13,case_lab-confirmed,1
"Unknown County, California",6,county,2025-12-08,case_lab-confirmed,1
"Unknown County, California",6,county,2026-01-06,case_lab-confirmed,1
"Unknown County, California",6,county,2026-02-23,case_lab-confirmed,1
"Unknown County, Idaho",16,county,2025-09-30,case_lab-confirmed,2
"Unknown County, Illinois",17,county,2025-10-22,case_lab-confirmed,2
"Unknown County, Illinois",17,county,2026-02-18,case_lab-confirmed,1
"Unknown County, Kansas",20,county,2025-03-31,case_lab-confirmed,9
"Unknown County, Kansas",20,county,2025-04-05,case_lab-confirmed,1
"Unknown County, Kansas",20,county,2025-04-09,case_lab-confirmed,2
"Unknown County, Kansas",20,county,2025-04-16,case_lab-confirmed,3
"Unknown County, Kansas",20,county,2025-06-16,case_lab-confirmed,1
"Unknown County, Kansas",20,county,2025-06-17,case_lab-confirmed,1
"Unknown County, Kansas",20,county,2025-11-02,case_lab-confirmed,3
"Unknown County, Kentucky",21,county,2025-06-30,case_lab-confirmed,1
"Unknown County, Massachusetts",25,county,2026-02-27,case_lab-confirmed,1
"Unknown County, Minnesota",27,county,2025-06-11,case_lab-confirmed,1
"Unknown County, Minnesota",27,county,2025-09-25,case_lab-confirmed,3
"Unknown County, Minnesota",27,county,2025-10-09,case_lab-confirmed,2
"Unknown County, Minnesota",27,county,2025-10-31,case_lab-confirmed,2
"Unknown County, Minnesota",27,county,2025-11-13,case_lab-confirmed,1
"Unknown County, Minnesota",27,county,2025-12-05,case_lab-confirmed,2
"Unknown County, Minnesota",27,county,2026-01-22,case_lab-confirmed,1
"Unknown County, Minnesota",27,county,2026-02-13,case_lab-confirmed,1
"Unknown County, Minnesota",27,county,2026-02-18,case_lab-confirmed,3
"Unknown County, Minnesota",27,county,2026-02-26,case_lab-confirmed,5
"Unknown County, Minnesota",27,county,2026-03-05,case_lab-confirmed,2
"Unknown County, Minnesota",27,county,2026-03-12,case_lab-confirmed,2
"Unknown County, Nebraska",31,county,2025-12-31,case_lab-confirmed,1
"Unknown County, Nebraska",31,county,2026-01-08,case_lab-confirmed,2
"Unknown County, New Jersey",34,county,2025-08-29,case_lab-confirmed,2
"Unknown County, New Jersey",34,county,2025-10-29,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-03-25,case_lab-confirmed,7
"Unknown County, Oklahoma",40109,county,2025-04-02,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-04-15,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-04-23,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-04-25,case_lab-confirmed,2
"Unknown County, Oklahoma",40109,county,2025-05-02,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-05-06,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-06-03,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-06-06,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2025-06-13,case_lab-confirmed,1
"Unknown County, Oklahoma",40109,county,2026-01-30,case_lab-confirmed,1
"Unknown County, Oregon",41,county,2026-01-29,case_lab-confirmed,2
"Unknown County, Pennsylvania",42,county,2025-08-21,case_lab-confirmed,1
"Unknown County, Texas",48,county,2025-10-30,case_lab-confirmed,1
"Unknown County, Vermont",,county,2025-08-28,case_lab-confirmed,1
"Upper Cumberland Region, Tennessee",0,county,2025-03-30,case_lab-confirmed,1
"Upper Cumberland Region, Tennessee",0,county,2025-03-31,case_lab-confirmed,1
"Upper Cumberland Region, Tennessee",0,county,2025-04-14,case_lab-confirmed,1
"Upper Cumberland Region, Tennessee",0,county,2025-04-16,case_lab-confirmed,1
"Upshur, Texas",48459,county,2025-04-18,case_lab-confirmed,1
"Upshur, Texas",48459,county,2025-04-25,case_lab-confirmed,1
"Upshur, Texas",48459,county,2025-05-02,case_lab-confirmed,3
"Upstate, South Carolina",0,county,2025-09-08,case_lab-confirmed,1
"Upstate, South Carolina",0,county,2025-09-26,case_lab-confirmed,1
"Upstate, South Carolina",0,county,2025-10-02,case_lab-confirmed,4
"Upstate, South Carolina",0,county,2025-10-07,case_lab-confirmed,2
"Upstate, South Carolina",0,county,2025-10-14,case_lab-confirmed,6
"Upstate, South Carolina",0,county,2025-10-17,case_lab-confirmed,1
"Upstate, South Carolina",0,county,2025-10-21,case_lab-confirmed,4
"Upstate, South Carolina",0,county,2025-10-24,case_lab-confirmed,2
"Upstate, South Carolina",0,county,2025-10-28,case_lab-confirmed,8
"Upstate, South Carolina",0,county,2025-10-31,case_lab-confirmed,4
"Upstate, South Carolina",0,county,2025-11-07,case_lab-confirmed,1
"Upstate, South Carolina",0,county,2025-11-14,case_lab-confirmed,10
"Upstate, South Carolina",0,county,2025-11-21,case_lab-confirmed,8
"Upstate, South Carolina",0,county,2025-11-25,case_lab-confirmed,3
"Upstate, South Carolina",0,county,2025-11-28,case_lab-confirmed,7
"Upstate, South Carolina",0,county,2025-12-03,case_lab-confirmed,14
"Upstate, South Carolina",0,county,2025-12-05,case_lab-confirmed,8
"Upstate, South Carolina",0,county,2025-12-09,case_lab-confirmed,27
"Upstate, South Carolina",0,county,2025-12-12,case_lab-confirmed,15
"Upstate, South Carolina",0,county,2025-12-16,case_lab-confirmed,9
"Upstate, South Carolina",0,county,2025-12-19,case_lab-confirmed,9
"Upstate, South Carolina",0,county,2025-12-23,case_lab-confirmed,9
"Upstate, South Carolina",0,county,2025-12-26,case_lab-confirmed,3
"Upstate, South Carolina",0,county,2025-12-30,case_lab-confirmed,20
"Upstate, South Carolina",0,county,2025-12-31,case_lab-confirmed,123
"Upstate, South Carolina",0,county,2026-01-09,case_lab-confirmed,11
"Upstate, South Carolina",0,county,2026-01-13,case_lab-confirmed,124
"Upstate, South Carolina",0,county,2026-01-16,case_lab-confirmed,124
"Upstate, South Carolina",0,county,2026-01-20,case_lab-confirmed,88
"Upstate, South Carolina",0,county,2026-01-23,case_lab-confirmed,54
"Upstate, South Carolina",0,county,2026-01-27,case_lab-confirmed,89
"Upstate, South Carolina",0,county,2026-01-30,case_lab-confirmed,58
"Upstate, South Carolina",0,county,2026-02-03,case_lab-confirmed,29
"Upstate, South Carolina",0,county,2026-02-06,case_lab-confirmed,44
"Upstate, South Carolina",0,county,2026-02-10,case_lab-confirmed,13
"Upstate, South Carolina",0,county,2026-02-13,case_lab-confirmed,17
"Upstate, South Carolina",0,county,2026-02-17,case_lab-confirmed,12
"Upstate, South Carolina",0,county,2026-02-20,case_lab-confirmed,11
"Upstate, South Carolina",0,county,2026-02-24,case_lab-confirmed,6
"Upstate, South Carolina",0,county,2026-02-27,case_lab-confirmed,6
"Upstate, South Carolina",0,county,2026-03-03,case_lab-confirmed,5
"Upstate, South Carolina",0,county,2026-03-06,case_lab-confirmed,1
"Upstate, South Carolina",0,county,2026-03-10,case_lab-confirmed,2
"Upstate, South Carolina",0,county,2026-03-13,case_lab-confirmed,3
"Utah, Utah",49049,county,2025-06-20,case_lab-confirmed,1
"Utah, Utah",49049,county,2025-06-24,case_lab-confirmed,1
"Utah, Utah",49049,county,2025-06-26,case_lab-confirmed,1
"Utah, Utah",49049,county,2025-06-27,case_lab-confirmed,2
"Utah, Utah",49049,county,2025-07-01,case_lab-confirmed,2
"Utah, Utah",49049,county,2025-10-31,case_lab-confirmed,1
"Utah, Utah",49049,county,2025-11-04,case_lab-confirmed,1
"Utah, Utah",49049,county,2025-12-09,case_lab-confirmed,1
"Utah, Utah",49049,county,2025-12-22,case_lab-confirmed,6
"Utah, Utah",49049,county,2026-01-06,case_lab-confirmed,3
"Utah, Utah",49049,county,2026-01-13,case_lab-confirmed,5
"Utah, Utah",49049,county,2026-01-20,case_lab-confirmed,4
"Utah, Utah",49049,county,2026-01-27,case_lab-confirmed,7
"Utah, Utah",49049,county,2026-02-10,case_lab-confirmed,3
"Utah, Utah",49049,county,2026-02-17,case_lab-confirmed,3
"Utah, Utah",49049,county,2026-02-24,case_lab-confirmed,5
"Utah, Utah",49049,county,2026-03-03,case_lab-confirmed,4
"Utah, Utah",49049,county,2026-03-10,case_lab-confirmed,17
"Walsh, North Dakota",38099,county,2026-02-19,case_lab-confirmed,1
"Wasatch, Utah",49051,county,2025-11-25,case_lab-confirmed,8
"Wasatch, Utah",49051,county,2025-12-09,case_lab-confirmed,1
"Washington, District of Columbia",11001,county,2025-06-14,case_lab-confirmed,1
"Washington, Minnesota",27163,county,2025-06-02,case_lab-confirmed,1
"Washington, Vermont",50023,county,2026-02-12,case_lab-confirmed,1
"Washoe, Nevada",32031,county,2025-12-27,case_lab-confirmed,1
"Waukesha, Wisconsin",55133,county,2026-01-18,case_lab-confirmed,1
"Weber-Morgan, Utah",49057,county,2026-01-20,case_lab-confirmed,2
"Weld, Colorado",8123,county,2025-12-15,case_lab-confirmed,1
"Weld, Colorado",8123,county,2026-03-06,case_lab-confirmed,1
"Western, Iowa",19,county,2025-07-22,case_lab-confirmed,1
"Whatcom, Washington",53073,county,2025-06-20,case_lab-confirmed,1
"Whatcom, Washington",53073,county,2025-06-23,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-04-29,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-05-02,case_lab-confirmed,2
"Williams, North Dakota",38105,county,2025-05-03,case_lab-confirmed,2
"Williams, North Dakota",38105,county,2025-05-04,case_lab-confirmed,3
"Williams, North Dakota",38105,county,2025-05-06,case_lab-confirmed,2
"Williams, North Dakota",38105,county,2025-05-07,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-05-10,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-05-11,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-05-16,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-05-18,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-05-28,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-07-01,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2025-07-14,case_lab-confirmed,1
"Williams, North Dakota",38105,county,2026-02-03,case_lab-confirmed,1
"Williamson, Illinois",17199,county,2025-04-23,case_lab-confirmed,1
"Williamson, Illinois",17199,county,2025-05-05,case_lab-confirmed,3
"Williamson, Texas",48491,county,2025-05-30,case_lab-confirmed,6
"Williamson, Texas",48491,county,2025-08-07,case_lab-confirmed,2
"Woodford, Kentucky",21239,county,2025-06-30,case_lab-confirmed,3
"Yellowstone, Montana",30111,county,2025-06-01,case_lab-confirmed,2
"Yellowstone, Montana",30111,county,2025-07-13,case_lab-confirmed,1
"Yellowstone, Montana",30111,county,2025-07-20,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-02-14,case_lab-confirmed,2
"Yoakum, Texas",48501,county,2025-02-21,case_lab-confirmed,2
"Yoakum, Texas",48501,county,2025-02-25,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-02-28,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-03-18,case_lab-confirmed,5
"Yoakum, Texas",48501,county,2025-03-20,case_lab-confirmed,4
"Yoakum, Texas",48501,county,2025-04-02,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-04-04,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-04-11,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-04-18,case_lab-confirmed,1
"Yoakum, Texas",48501,county,2025-05-06,case_lab-confirmed,1
"Yolo, California",6113,county,2025-06-06,case_lab-confirmed,1
